texts,toxicity
"7 mấy xe_bồn trộn bê_tông tai_nạn , xe trộn bê_tông",0
180 năm ..... không,0
"ôi rớt rồi . 22,5 tổ_hợp c00 25 buồn thật .",0
"ngoi thở xuyên mà , đại_dương rộng ta thôi .",0
nhiên quyên_góp tiền 2 ứng_cử_viên đấu_võ mồm .,1
"ổn bác , xe rộng , ghế thoải_mái mà . loa hay , em đi xe toàn khen",0
"thể kế_hoạch chiến_dịch bầu_cử này , tui đoán bữa trump tuyên_bố bệnh thuốc tuyệt_vời sử_dụng 3/11 ghế tổng_thống .",0
"mua fadil . lý tiện đây , hiểu .",0
""" ... khống_chế thành_công đợt dịch đầu_tiên hồi 4 , việt_nam_thể hào hai đánh_bại covid-19 "" xét quan đắn .",0
câu phim chàng ngốc ấn_độ,0
hóng án,0
đầu 2 mái hot thời nữa ! 4x nhạc anh bo .,0
tối đi_giải quyết ngọn . giá trách_nhiệm vị_trí giao .,0
đẹp lạ,1
đẹp_trai quá ! ( ánh mắt cấu miệng vẻ độc_đoán sợ ! ! ! ),0
hữu_ích ! ! !,0
hầu tây_phương xử vậy . biden clinton nhiều .,1
ủng_hộ tổng_thống trump,0
bé 2 hắn tha ! giáo can_ngăn đánh chừng !,1
hệ 8x thần_tượng đan_trường . bây gầy già đi nhiều . chúc sức_khoẻ .,0
ghi diện_tích trái_đất nhỉ ? trái_đất hình_cầu giả_sử lồi_lõm coi hình_cầu lí_tưởng . diện_tích diện_tích bề_mặt toàn hình_cầu chứ .,0
virus chừa,0
vui ghê,0
"giá giá đất gì . giàu đi metro , mua dọc tuyến metro tiếng ồn tàu_điện , vựa bụi khói xe đường dưới .",0
"mua . quan_trọng tư_vấn mua khu_vực thời này . lưu mua cư nghỉ_dưỡng lợi_nhuận khả_năng khoản thấp . khăn dịch_bệnh công hết . bất_động_sản quanh khu_vực công khoản tiên . khu công_nghiệp , khu công_nghệ_cao , .... đất quanh khu_vực rẻ khả_năng lợi_nhuận tốt . đầu_tư bất_động_sản trung_hạn 2-5 đặc_biệt quan_trọng pháp_lý ràng . đầu_tư lướt_sóng rủi_ro đọng vốn !",0
"thương quá , chào_đời không mẹ , nương cửa phật , nằm co_ro bệnh_viện đau",0
ford focus 2018 nhé .,0
sai_lầm real chăng ?,0
"bao_nhiêu bale chinh_chiến gánh tạ vong ơn , kẻ kia lựa đội đầu tóp đáp hô vang câu đi thử_thách , thầm_lặng trở "" quê nhà "" gánh_vác đội bóng giai_đoạn khăn này , sức_lực kiệt thử_thách cực_đại .",0
hi_vọng daklak ẵm vàng bao cầu_truyền_hình,0
"lẽ ạ . tiêm vacxin , 30 p đầu thời_gian dõi phản_ứng tức thời.thông thường , sáng tiêm chiều thể bắt_đầu phản_ứng vacxin sốt , khó chịu.khả năng thể bé tác_động thuốc không chăm_sóc , lưu_tâm , dẫn không kịp .. 1 học tuyệt_đối dõi tiêm 24 h , nếu không thời_gian trao_gửi_thể cậy được , nói tình_trạng bé .",0
đọc xong xúc !,1
"2 xe dáng_dấp đẹp , chạy dịch_vụ xl7 , tiết_kiệm tiền kia_seltos . xl7 7chỗ ngồi , tiết_kiệm xăng .",0
thất_tình không nổi,0
bão miền tây nắng vậy ?,0
tác_hại coi covid . trump,0
đi đường khu trung_tâm đổi coi xong đi ngoại_vi đổi chi .,0
hội_hoạ tranh vẽ hồn.xin cám_ơn,0
ôi cân,0
loài cá_mập xanh,0
"bảo_hiểm mua trẻ chi_phí hơn . rủi_ro có , kiện mua sớm , gia_đình_thể thay_đổi thụ_hưởng hợp_đồng bảo_hiểm",0
"thương bé , chúc bình_an !",0
thần_tượng lối sống giản_dị gũi .,0
dạo hs tai_bay_vạ_gió quá !,0
"giá điện gió tiền việt ơi ... giá mua điện gió bờ quyết_định 39/2018 8,5 cent kwh , khơi 9,8 cent kwh dự_án vận_hành 1/11/2021 .",0
mong nhịn 1 tý sống yên_bình dân 2 nước .,0
"american number one ! siêu_cường giới ,",0
"lui tội ghê_gớm ! nhiên thằng khùng vác súng dí đầu hăm_doạ lần , mấy thánh_nhân bình_tĩnh im đánh ! án nặng , công tức bình_tĩnh . mong cải sống bình !",1
"nuôi mèo ... để bắt chuột_nhắt , mèo_tặc bắt , vợ khóc",0
seltos phang . tầm giá ổn options .,0
cắn yêu mà .,0
cảnh_sát_tra giỏi !,0
3 tỷ 1 180 triêu tk . 5 dk 900 triệu . 5 đất hình_dung ra . đồng_tiền giá . mỳ cay 2019 7k mua 9k rồi . quan_trọng mảnh đất tầm,0
"ấn_độ , trung_quốc giàu nghèo . giàu nghèo xa .",0
gương soi !,0
1 đêm 500kg tương_đương 40-50 chó trưởng_thành . bọn định tận_diệt chó,0
bắt_đầu thử_nghiệm giai_đoạn 3 .,0
hoan_hô công_an hà_tĩnh .,0
"long ruột đỏ màu thực_phẩm nhiên . "" tinh_bột than tre "" gì ?",0
"quên thơ sao , áp áp_lực sống mắt thơ cháu mình , vốn_dĩ hồn_nhiên , học bon chen.xin mẹ rằng , nít , hoàn_toàn trưởng_thành , lối đi mềm_mại nít thành_niên lành_mạnh . thôi ,",0
"đi hachback tầm trăm triệu đời 20 keng . i10 xe gia_đình tiện_dụng tốn xăng phụ_tùng rẻ , dể bh . 300tr xe đời 2018 đổ cứng đấy . lựa được , không suy",0
hà_chương ! cám_ơn !,0
nissan sunny_xt_xv . đẹp tầm giá .,0
"nhỏ , gia_đình sống miền tây , mùa thu_hoạch lúa bắt cá đồng nhiên này . khạp da_bò , mấy đứa cháu tưởng cổ_tích .",0
mẫu_mực điển_hình thời_đại xu_hướng mới .,0
đọc tiêu_đề bụng phẻ,0
xót thể cất lời .,0
"gọi đài , phong tân_cổ_điển biệt thự.cuộc đời đánh_đổi , đánh_đổi lương_tri , bất_chấp pháp_luật giàu chóng giàu trích thiện lấp đi sai_trái , tìm an yên_tâm hồn.nhưng đời gì.nhân",0
"giỏi thiệt , ngưỡng_mộ anh",0
hân_hoan chúc_mừng barca thắng trận đầu vẻ_vang oanh_liệt .,0
"beyer mua messi 9 rồi , tiếc messi quá . phút hợp_đồng dở trình_độ 8-2 không đẳng : ) ) )",0
"buồn đi học đầu_tiên cháu , buồn ta quan_tâm kiểm_tra hạn_chế tai_nạn kiểu này !",1
"chắn mùa giải chẳng messi_barca nữa , lãng_phí đỉnh messi gã buôn bartomeu phá nát barca ( nghĩa_đen nghĩa_bóng ) , thể nổi hội cổ_động_viên barca_bartomeu tồn tận bây_giờ .",0
"lớp 1 . thẳng đi học đuối rơi sau . lớp 1 học sgk 20 quyển , thay tập_trung viết đọc tiếng việt , thể_dục , vui_chơi . bé cầm viết vững 3 tuần viết chữ ghép gi , gh , mẹ .... chương_trình mặc_định bé đọc viết lớp 1 phải . giáo_dục kiểu bọn trẻ học đuối , xưa học dai",1
""" nhóm nghiên_cứu thêm , thể đẩy phân_hoá chó_sói chó nuôi giết chết hung_hãn nhất , kiện gene "" ngoan hiền "" truyền hệ sau . """,0
"chủ quan bình tĩnh và lạchị quan nào , đừngười kêu_ca kể khổ , chả giải quyết đượchị vấn đề gì . mọi thứ rồi sẽ đi qua , rồi sẽ sửanh lại và lại đón anh́nh nắngười lên .",0
"phụ_nữ xấu phụ_nữ đẹp . hoa_hậu jen_atkin gương , truyền_cảm hứng phụ_nữ ta học_tập .",0
"tài suy_luận kiểu thám_tử sơ-lốc-hôm hôm clip bắt đoán 100% cảnh_sát kế kẹt xe mấy container nữa , lươn bê_tông đường chừa trống chỗ ép chẹt khoá đầu khoá đuôi xe bọn đường thoát !",0
đi ôm tình cay ..,0
"quan_trọng cốt_lõi đảm_bảo an_toàn vệ_sinh thực_phẩm , ngon - bổ , tiếp hình_thức , tiếp giá hợp_lý . chấm",0
yêu_quý kim_cương lệ_thuỷ .,0
mấy tài xe cầm lái chăm bấm điện_thoại . lơ chút hậu lường .,0
"đọc báo kỹ tháng , 27/8 rồi , 29/8 y_tế thông_báo đề_nghị ngưng sử_dụng , ngộ_độc 12 36 tiếng phát_tác . trách chủ_quan trách đọc báo hấp_tấp .",0
"nữ_sinh lớp 9 tổ_chức sinh_nhật quán karaoke . bao_nhiêu độc_hại , thành bất_hảo tiền .",0
thể đau_đớn hơn ..,0
hồn tưởng lượt bm với bacelona ..... dạo bi ám 8 .... : ),0
"ưa cố khen_ngợi , đóng_góp chuyên_môn lợi_ích kinh_tế hợp_đồng quảng_cáo , hợp_đồng hình_ảnh ...",0
đồ dã_man,1
"liệu em đi đường toán_học , giải field tương_lai ?",0
sợ bám tận 20 năm.chưa,1
01 bao phạt 3 000 000 đồng . 100 bao 3 5 triệu . phù_hợp lắm .,0
thịt tôm tích,0
"trúc bạch đừng chủ_quan , thể virus nằm khu_vực , ngừng chạm đồ_vật công_cộng xung_quanh bệnh_nhân 17 . đeo khẩu_trang rửa xuyên .",0
tốt .. thấy hình_ảnh lo bé vui vui . .,0
"binz rap gieo_vần hay , hiện_đại , rất điêu_luyện , nghe thấm .",0
", cầu_an bình may_mắn bé",0
""" tấc đất , tấc_vàng "" , sai ạ.mong gia_đình quyết_định đắn !",0
"tuyệt quá , chúc_mừng 2 bé sĩ",0
"cá_nhân : tham_gia bhnt rất thiết , 1 ) độ trẻ phí thấp , 2 ) bhnt phòng rủi ro về tai_nạn sinh_mạng , 3 ) kênh bhnt kênh an_toàn tiền đóng vào , nhiên phá vỡ hđ thiệt mình . quy luật chung . góp biết .",0
nguy_hiểm .,0
cảm_ơn gia_đình . hành_trình phi truyền_cảm hứng sống người .,0
"lớp diễn_viên thu_hà , mỹ duyên thách_thức thời_gian . u50 trẻ_trung , xinh_đẹp . chúc hạnh_phúc , trẻ đẹp . phim đóng , bây nhớ . sống scandal .",0
"giả giấy_tờ , xác xác điện_thoại không ?",0
"vấn_đề lây_nhiễm cộng_đồng_thể đối_tượng nhập_cảnh bất_hợp_pháp đường_biển , đất_liền , nạn nhập_cư trái phé0 việt_nam vấn_nạn lớn . cửa chuyến bay quốc_tế việt_nam ly 28 1 hạn_chế tối_đa mầm bệnh triệu_chứng .",0
"thập_niên 50 nga hai cung_trăng rồi , 10 mỹ chân lên .",0
"cảnh_báo , liều quá , chia buồn .",0
"lương mầm_non xh , trách_nhiệm công lớn , dám nghề",0
"hô_hào sinh nghề tử nghiệp ? ? ? xe_lu , sợ nhức nách",0
chẳng ta thuê được mặt_bằng . thuê được nhân_công . hi đay tín_hiệu trung quốc,0
nếu này ngon tôm hùm mỹ thì người ta đã nuôi và bán rầm rộ rồi . bán đắt vậy không muốn làm có tiền .,0
"kona vỏ nhựa đen nhiều , seltos",0
"hát anh 2000 em thuộc , dòng nhạc đi a_ơi , mệt ; )",1
học việt_nam đi châu_âu .,0
5 tù nhẹ .,1
thời,0
messi gọi ronaldo cú đúp lưới roma .,0
vô liêm xỉ,1
ôi thương thay khúchị ruột miền trung !,0
"nga định thành_công vacine v , kỹ_thuật nga phương tây giật ghen tỵ !",0
sĩ hảo_tâm cõi chết trở về.bệnh viện chợ_rẫy giỏi . 3 đêm thức trắng bệnh nhân.tuyệt vời .,0
"buồn quá . mong tụi siêu_thoát , mong gia_đình nguôi_ngoai .",0
"úi , hậu lắm , trách_nhiệm nhỉ ? ? ? 125 gia_đình hàng trời , tốn bao tiền_bạc , công_sức , chất_xám . bao niềm hy_vọng , thể nghỉ đi học diện cq cử đi chứ . ôi ! nghiệt_ngã quá , chờ pháp_luật phân_xử",0
lãng_phí . đất nghèo bao nghèo mơ_ước 1 bữa thịt không có . chạnh_lòng .,0
"đẹp hoa , mẹ sinh ra , khuôn đúc ấy ! ; )",0
"tình_khúc vàng bình_thường , tất giọng hát anh bo",0
"mua đất thôi , đất sổ_đỏ mua vất đấy 10 gấp đôi .",0
"hy_vọng hai sau , kết c1 , realmadrid_bale nâng cúp zouzou chức ? !",0
leipzig 3 ngán lắm đấy .,0
chích 7/9 1tháng chích .,0
"thận_trọng xếp , bùng_phát khổ lắm .",0
món ngon lắm,0
"chê_bai coi phim . nhiên , đoạn "" đánh_lộn "" đánh kiểu quơ_quào , chất diễn thật , đừng tung_hô đáng .",1
lẽ phụ messi_barca trở nguy_hiểm hơn ! tiếc bôi đỏ .,0
nằm nghiêng ngủ vết_thương mặt khóc luôn . chúc mau khoẻ !,0
mục_tiêu chương_trình 1 thí thành chương_trình cũ chi khổ .,1
tot mua quang_hải nâng tầm đội bóng,0
13 dương thôi . covid đẩy_lùi . nâng tinh_thần phòng lây_nhiễm covid hội trở việt nam nữa .,0
"đeo khẩu_trang được , tháo khẩu_trang khuôn_mặt không vợ mình ..",1
"khoa cứu nhi , thiện nguyện_cầu mong giật sống bé . mẹ rơi bé cảm cắn_rứt lương_tâm ? 2 bé chào_đời bao đứa trẻ khác , lý bé nuôi , mẹ thực độc_ác nhẫn_tâm ...",1
"vf định_vị lại . tiếng_tăm giá tiếp_cận . mua xe đầu không dám mạo_hiểm . đó , độ phủ giúp trải_nghiệm xe , đánh_giá tưởng .",0
đợt bay quốc_tế_thể lây_nhiễm covid ta chấp_hành tuyệt_đối đeo khẩu_trang,0
đi xe xe này ( b-class ) máy dầu đời 2012 200 nghìn km thay dầu xuyên ( khoảng 20 nghìn km thay 1 dầu long-life ) 1 vấn_đề gì cả .,0
thằng khốn_nạn,1
"đất , cụ rùa ! mong cụ cá_sấu an_nghỉ , cháu tiếp cụ ~",0
"fan_mes , cung mê cr7 2004-2008 , trân trong nhug đóng_góp cr7 bog đá . xét mes tri_ân anh : không mess , tương_quan bar real 10 khác . tưởng_tượng 1 cá_nhân_thể góp bar đá ngang chân 1 trận cửa real - đội bóng ôg kẹ 1 giới - không tưởng . cug tài nag ini_xavi nhug tiền_đạo eto , villa , mess đax hoàn_thiện được khung đau_đầu real đối_đầu . không la liga trong real time vậy . gracias_messi .",0
lý tuyệt_vời thất_bại ?,0
"án nhẹ thú_tính , bệnh_hoạn , nhân hắn đối 2 cháu bé . cháu chậm phát_triển trí_tuệ nữa , kết hắn tội bắt_ép , đe_doạ , , khủng_bố tinh_thần",1
"ôi thương quá , mũi nhẹ_nhàng xảy vấn_đề : (",0
"chào bạn , bạn kĩ bảo_hiểm_nhân_thọ phi nhân_thọ , tuỳ nhu_cầu nhau , bảng sánh phù_hợp bạn , cá_nhân mua bảo_hiểm phi nhân_thọ , cụ_thể bảo_hiểm sức_khoẻ gia_đình . bh nhân_thọ mua .",0
bão đi nhẹ_nhàng hưởng khí mát_mẻ . tạm ổn bữa dõi bão đi_đất liền,0
khốn_nạn,1
sinh nghề tử nghiệp .,0
"mong trump đắc_cử ta xử_lý triệt_để , quyền_lợi mỹ bảo_vệ công_quyền quốc_tế .",0
"đau_lòng , thương",0
"chờ_đợi video hướng thầy_cô . cảm_ơn vnexpress.what i just said was not anh slip of the tounge , i meant it : )",0
thương chẳng : ( tội quá ! ! !,0
"thôi , cảm_ơn",0
loài tất loài chỗ ngừng họ .,0
"bayern nổi , thua đi cân",0
loài tạp giới !,1
"học_sinh lớp cận quá , buồn .",0
công_nghệ pin kinh_tế gấp hai trở công_nghệ pin chì-axit tiếp .,0
tài_năng hạn quá .,1
"gửi cháu cầu_chúc sức_khoẻ , bình_an nghị_lực . tương_lai cháu 1ng mẽ , trách_nhiệm thành công.cám ơn y_sĩ , nhân_viên cứu_hộ , nhân_dân xung_quanh giúp cháu sống .",0
"không vòng kim si trói_buộc , thi_đấu_thể chấp 1 người , barca toả thắng , tạ thật ! ? !",0
"đau ơi , mong siêu_thoát",0
"đen trump . mong bệnh , chúa phù_hộ ông ..",0
ôi trời ? ! ! đau quặn tin . trường rà_soát đừng đau xảy cháu .,0
"thi_hữu íchhy vọng sản_phẩm gắn liền đời_sống hiện_tại , giá chăng.ý thức nâng caothì gìn môi_trường_sinh_thái hậu_bối mai sau.mình quảng_ngãi khu công_nghiệp khí ô_nhiễm cảm rõ.haizzai sống ỏ tp "" nghèo "" hưởng_thụ khí lành 1like .",0
đợi bao chứng_kiến 1 cầu_thủ tiếp barca leo ?,0
"ngon tình . mer lành chạy sướng gấp mấy xe nhật , hàn . bảo_trì bảo_dưỡng giá hợp_lý .",0
tiếc vợ .,0
"học pt trường tư mỹ , bang oregon , porland , trường không sd fone học nhé . trường không lái_xe hơi học lớp 12 , áp_dụng tất hs bao qte.nếu phát_hiện lái trường đuổi .",0
ma,0
"bao món sống tiết_canh , gỏi , thịt sống ... tóm món nấu chín gốc động_vật .",0
"đề_nghị xử_lý hàng tội tiêu_thụ tài_sản trộm cắp.và hình_phạt tội trộm chó , manh_động , liều_lĩnh , cướp hơn !",1
kính_cẩn chúc_mừng sĩ,0
đà_nẵng : covid tan bão ập : - ( (,0
chúc bs sức_khoẻ . thành_công !,0
mỹ 1 2 chết . sợ thật .,0
"chúc trở_thành toán_học lỗi_lạc tương_lai trở_thành tài_chính , kinh_doanh thành_công giúp_ích phát_triển việt_nam giới !",0
"chúc_mừng cãnh sát , giỏi ..",0
"vụ mẹ vứt nhỏ , đánh tàn_độc ... vui vẻ đánh phản_kháng bất_hiếu , mẹ_ghẻ chồng ... vui vẻ ? ? ngoại_lệ nhé .",0
"đón nuôi bé tốt , không thể tưởng nổi mẹ vứt khe tường chết đi không . tước quyền nuôi_dưỡng",0
chạy trốn thoát à .,0
"khóc rồi , thương mấy bé quá . cảm_giác đơn_độc tủi_thân vô_cùng .",0
"không đóng thuế 10 cia fbi không phát_hiện , được đắc_cử tổng_thống , sai sai rồi .",0
tiết_kiệm xăng dream & wave xe_máy 50cc tiết_kiệm = ) ),0
"trump ơi , thoát trung kkkk",0
"bố_mẹ minh_tinh chứ . nhé ! , chúc sức_khoẻ chân_thành cảm_ơn bố_mẹ xã_hội 1 công_dân tốt , quý .",0
altis 2011 quất,0
sàn chuẩn người ? bảo ngành công_an lắm mà .,0
"ràng , cảm_ơn",0
"không cảm_ơn , chúc sức_khoẻ , truyền kiến_thức kinh_nghiệm nhiệt_huyết hệ sau .",0
"ủng_hộ biden 1 giới đẹp hơn , tươi hơn .",0
sợ,0
tuyệt_đỉnh thật ...,0
giải giùm - bão vệ_tinh chiếu hoành_độ hệ mặt_trời vòng xoáy chiều ngược chiều kim đồng_hồ ?,0
"đọc đoạn bố_mẹ đón cạn_lời , bố_mẹ chuẩn toà chứ ?",1
quan_trọng tiền thuê mặt_bằng . tiền thuê mặt thì ...,0
đầu dư đồng nào . hứng bão .,0
"trời_ơi , đọc rùng sợ táo_bạo gái !",0
quá . tình_tiết như thế nào 15 20 hợp_lý hơn . phạm_tội hoàn_cảnh hoảng_loạn hại ra .. !,0
john wick keanu reeves diễn_viên đẳng giới .,0
bao lãi bảo_hiểm > lãi gửi tiết_kiệm .,0
bong da rat kho doan phut 90 co ty du van mong si va ro bang gap lai vui hon,0
chúc_mừng arsenal . arteta tố_chất đá knock out . arsenal đầu_tư arsenal tương_lai arteta . liverpool mắc triệu_chứng sợ fa carabao,0
"kinh thật , chém không ai.loại án",1
đỉnh kỹ_thuật lẫn thẩm_mỹ . mong đầu_tư sản_xuất đại_trà .,0
chiêu trò bia kèm lạchị đại lý,1
"đoạn hồi kết , chờ coi mỹ",0
"trung_thu truyền_thống , bánh_trung_thu vậy . bánh được sx dịp trung_thu , thể ngon đẹp đừng gọi bánh_trung_thu .",0
8 > 2 ok .,0
chân lông to ý !,0
"sai_lầm kinh_doanh , nghỉ táo_bạo thương_hiệu đi đà . bao khăn , hậu_quả , thể khởi_kiện , sử lý hình v v . học nghỉ dựa_dẫm , lạm_dụng uy_tín thương_hiệu sai_lầm kinh_doanh .",0
"xây_dựng định khoa_học tiết_kiệm , giao_thầu minh_bạch , hạn_chế tối_đa tiêu_cực , phấn_đấu xong tốc nam 3-4 tới . thiết giao_thầu công_ty ra , nuôi_dưỡng năng_lực sản_xuất thi_công loạt đại công_trình hạ_tầng 15 ta hàng_ngũ quốc_gia phát_triển , tiến việt_nam .",0
lý_luận ... đâu !,1
bánh_trung_thu,0
giỏi chúc_mừng em . cố_gắng quảng thời_gian học đại_học em .,0
xứng_đáng ! ! !,0
xài thẻ_tín_dụng 100 đô 1 đô . hạn vòng 30 1 đô_la lại . xài thẻ_tín_dụng cộng trăm đô free .,0
đọc kỹ khoản ghi hợp_đồng . lo mua .,0
mua fadil hẳn fadil chắn,0
"vô thương_tiếc môt thơ , văn , dã_sử , tác_phẩm lưu_truyền mãi .",0
chúc mau_chóng bình_phục .,0
sevilla đập bayern 8-2 chừa tội bắt_nạt !,0
"vẻ uống trái rồi , híc .",0
diệu_kỳ . thực diệu_kỳ . thể được !,0
sâu sầu nồi canh .,1
côn_đồ hùng nhé .,1
mua attrage,0
"lâm hát khán_giả lâm hát , hào lắm chàng trai gạo , mãi thương_mến",0
"2 yêu quá , cầu_chúc 2 bình_an .",0
"niên nóng tánh , mâu thuẩn chút vác dao đâm chết .",1
xét cá_nhân i10 sedan thiết_kế xấu : ) ),0
"i10 không đối_thủ phân khúc , đẹp phết",0
chắn 1 việt nam b ),0
thánh tích vững tàn_tích 300 .,0
trời mưa_bay,0
vạy trách_nhiệm ?,0
"bồi sức_khoẻ , thương_tật ta thu_hồi sản_phẩm thôi ?",0
"tệ_nạn ma_tuý lý_trí , tình_yêu ma_tuý tình_phụ tử , tội_nghiệp đứa",0
cám_ơn hành_động nghĩa nhóm . hy_vọng mẹ định phá_thai đọc này .,0
tạ 82kg thiên_hà . barca thắng chật_vật,0
"tranh_luận 2 thể : thể nổicuộc tranh_luận ngang tranh_luận cãi_vã nhauchả trọng_tâm chèn họng , công_kích",1
"phương tây hiện_đại , văn_minh rồi , bảo_thủ , cứng_đầu nữa , kỳ_thị đeo khẩu_trang",0
xong ếch bọ hai không ? kaka,1
"tư_vấn anti chiếm kha com wigo xe cần . đẹp hơn , đủ , rộng_rãi . bền_bỉ . chúc suốt đọc comment phân_biệt giả .",0
"đe_doạ , dí súng đầu . nạn_nhân chém_giết . 11 phù_hợp .",1
"kỳ_tích 2 trắng_tay ,",0
"bọn côn_đồ coi pháp_luật , coi mạng quá .",1
"1met vuông diện_tích rừng phá , đừng mé rừng . chổ đất trống quy_hoạch khu dân_cư .",0
"thơ phim . nghị_lực , can_trường đứng té ngã dời xô_đẩy . cảm_ơn đạo_diễn trẻ đoàn phim ! cảm_ơn ánh mắt kiên_cường đè_nén ròm !",0
toán_học biến vô_hình thành hữu_hình .,0
"biden vấn_đề gì , clinton đây . lỗi trump dân mỹ chọn .",0
"đội ngủ y_sỹ chợ_rẫy tâm , đức . cứu sống may_mắn . khâm_phục hi_sinh gia đình , tương_lai mình . chân_thành cảm_ơn đội_ngũ y sy , cảm_ơn quân giúp_đỡ gia đình anh tâm . đời lắm ái .",0
đấy . arteta thần may_mắn asenal . đua top 4 khắc_nghiệt .,0
"đúng , đánh học_sinh không động_thái can_thiệp , không trách_nhiệm .",0
vấn_đề ghi_bàn thắng quan_trọng . vô_địch cầu_thủ toả trận đấu lớn .,0
giọng hát hưng trụ hôm may_mắn,0
"đỉnh tinh_tế trọng , thể mốt đời châu_âu",0
"xây_dựng liên_quan mạng cổng , hàng_rào ơn xây chất tý , mưu to sập nguy to",1
chúc mãi hạnh_phúc,0
tình tâm_hồn điên_đảo !,0
"lựa hạng b soluto , accent , attrage , vios , m2",0
tàn_nhẫn quá .,0
tuần cưới rồi . không hoãn kèo bữa trước .,0
"vô bách_khoa bình_thường , học trường khác . chổ đuổi học 2 học nổi . ôn thi 1 thi đậu_sỹ y_khoa đại_học y_dược tphcm . trường đuổi học bách_khoa nguyên_nhân học không nỗi",0
"thương , tình_thương ba , mẹ.các cố_gắng .",0
"hàng_loạt cột điện gãy ngang , bay nóc , xanh bật gốc hàng_loạt ... 3 vấn_đề lại : 1 dự_báo cường_độ ( cấp gió ) đổ bão không xác , 2 địa_phương bão quét phòng_chống chủ_quan , 3 chất cột điện ? nhiên , thiệt_hại nề chứng_tỏ ràng 2 vấn_đề : dự_báo không chuẩn phòng_chống chủ_quan .",0
trump kinh_nghiệm tố_chất_thiết tổng_thống .,0
"ma_tuý biến thành ma , thành quỷ dữ .",1
"mấy hãng phù_hợp nhanh , nhẹ , no 100k đủ .",0
"lại , học đọc áp_lực rồi . vấn_đề học đời , chậm nửa kỳ 1 lớp 1 quãng thời_gian trẻ sợ đi học",0
"mong hát , sống âm_nhạc từng . đời nghĩa cảm_xúc đẹp bao yêu_mến em . thương nhiều .",0
"eo vai kề vai kia , hề giãn cách . bảo lây .",0
ủng_hộ tống_thống trump,0
ác quá . căm_phẫn mẹ_con .,1
côn_đồ đàn dám can đừng chân yếu_mềm . khiển_trách được .,0
tầm thế ? cửa_hàng hoàn tiền mà .,0
"mặt ghen tỵ quá , bực_bội cả . ơn già đi chút anh em đỡ tủi coi bo ....",1
"thể must , may , might ạem cảm_ơn ạ !",0
"yếu_tố thương_hiệu quan_tâm đóng thuế nhiều . 1-2 lon / năm , mấy đường quá .",0
"đổi dòng máy mirrorless nhỏ , gọn không kém mẽ .",0
đăng_ký quyền : ' ),0
"học_phí học online , hạ lãi_suất gia_hạn khoản vay sinh_viên . hỗ_trợ ngành dịch_vụ , uống chương_trình eat out to help kiện sinh_viên hơn ... hi_vọng thành_thật ...",0
huỷ_diệt môi_trường sống coi phản_ứng vô_vọng loài động_vật hoang_dã .,0
"dám "" thuốc_thử nghiệm "" !",0
pen được bàn thắng không nhỉ ? ? ? ? ?,0
"mỹ có trách nhiệm phải lo toàn thế giới sao ! việchị nhà mình yên ấm , no đủ rồi mới có thể lo người kháchị chứ",0
giữ vàngười vào thời điểm này là tốt nhất bạn nhé . bán . mình muốn mua vàngười đây . lại không còn vốn để mua . vài tới nữanh thôi . vàngười sẽ còn giá đều đều . bạn cứ yên_tâm .,0
"tiếc thật ! , bayern thành_công này , lãnh_đạo bayern chê già 7 tạ hội thử_thách cảm_giác lượt 5 cúp dơi đầu 1 dơi đầu rồi ? . he he !",0
"thua sấp_mặt , anh cu lùn giận_dỗi đòi đi tiếp : ) ) haha",0
"tuyệt_vời , kiến biệt cá_nhân , cộng say_mê nghiên_cứu đột_phá",0
"chó tru , quê tui đầy , bầy kéo đồng tru đêm ngủ",0
đồ bất_nhân,1
"cụm "" edge out "" rìa , nhiên cụm hợp "" loại / đánh_bại "" đối_đầu trực_tiếp ( ví_dụ vòng playoff , team team gọi "" they edged them out of the tournament "" ) . rìa tai kiến cụm "" cast aside "" !",0
"bất vậy , tâm công tốt . vấn_đề sai đợi giải_quyết , vậy , thể được .",0
gốc hoa,0
"cá thật , xin chúc_mừng thủ",0
mong 1 án y ra .,0
lux sa 2.0,0
xử nghiêm_khắc lý,0
nguyện_cầu gái bình_an,0
tội 3 giáo,0
bmw bây đứt hoàn_toàn mercedes việt_nam,0
bay đỉnh núi chữa bệnh_nhân xong.bệnh nhân : kinh_phí chữa bệnh bao_nhiêu thưa sĩ.bác sĩ : 500.000 usd.bệnh nhân : sĩ bệnh nãy đi ạ . : ' ),0
thay đi kiện nghiên_cứu sản_phẩm trung quốc ?,0
"hi_vọng juve bảng barca / mancity . tiến_juve , pirlo , cr7 !",0
tui 2 bhnt . 1 con . 1 mẹ.cái đầu_tiên giới_thiệu mua.dành 18 tư loa mua.giờ đóng bt ốm_đau không 1 đồng . 1 mẹ 1 tư_vấn bảo_hiểm chất bảo_hiểm tư_vấn tui mua.vẫn quen không mua lĩnh_vực tưởng ấy.bảo hiểm mẹ kèm 1 gói ưu_đãi 1 không phí.vừa nhập_viện 4 hỗ_trợ 600k tiền viện.con bhyt toán rồi.và tư_vấn 1 đều.mua bhnt lợi tiền sức khỏe ngược lại.vậy mua mong bình yên.rủi ro bh hỗ_trợ . còn đừng mong tiền bảo_hiểm hạn . .. ( tiền đau_ốm nằm viện đấy mà ) ... tốt mua đi.thu nhập tầm 1 đóng 20tr bh,0
